datetimes,pressure_level,velocity,direction,cnr,w,range,times
2019-11-13 13:10:00,9132.0,,,-31.0,,875,2019-11-13T13:10:00
2019-11-13 13:20:00,9134.0,,,-31.0,,875,2019-11-13T13:20:00
2019-11-13 13:30:00,9135.0,,,-32.0,,875,2019-11-13T13:30:00
2019-11-13 13:40:00,9133.0,,,-32.0,,875,2019-11-13T13:40:00
2019-11-13 13:50:00,9134.0,,,-32.0,,875,2019-11-13T13:50:00
2019-11-13 00:00:00,9041.0,35.7,299.0,-25.0,-0.1,900,2019-11-13T00:00:00
2019-11-13 00:10:00,9043.0,34.0,304.0,-25.0,0.1,900,2019-11-13T00:10:00
2019-11-13 00:20:00,9044.0,29.6,303.0,-24.0,0.6000000000000001,900,2019-11-13T00:20:00
2019-11-13 00:30:00,9046.0,34.300000000000004,299.0,-25.0,-0.2,900,2019-11-13T00:30:00
2019-11-13 00:40:00,9046.0,35.300000000000004,296.0,-26.0,0.0,900,2019-11-13T00:40:00
2019-11-13 00:50:00,9046.0,36.300000000000004,306.0,-27.0,-0.30000000000000004,900,2019-11-13T00:50:00
2019-11-13 01:00:00,9047.0,31.400000000000002,299.0,-27.0,-0.2,900,2019-11-13T01:00:00
2019-11-13 01:10:00,9047.0,,,-28.0,,900,2019-11-13T01:10:00
2019-11-13 01:20:00,9049.0,27.3,260.0,-24.0,0.9,900,2019-11-13T01:20:00
2019-11-13 01:30:00,9050.0,33.5,228.0,-25.0,0.4,900,2019-11-13T01:30:00
2019-11-13 01:40:00,9055.0,29.6,238.0,-22.0,-0.1,900,2019-11-13T01:40:00
2019-11-13 01:50:00,9053.0,26.8,299.0,-23.0,-0.1,900,2019-11-13T01:50:00
2019-11-13 02:00:00,9053.0,,,-27.0,,900,2019-11-13T02:00:00
2019-11-13 02:10:00,9053.0,,,-28.0,,900,2019-11-13T02:10:00
2019-11-13 02:20:00,9055.0,137.9,192.0,-23.0,-0.6000000000000001,900,2019-11-13T02:20:00
2019-11-13 02:30:00,9055.0,140.5,191.0,-26.0,-0.5,900,2019-11-13T02:30:00
2019-11-13 02:40:00,9075.0,119.7,193.0,-24.0,-0.7000000000000001,900,2019-11-13T02:40:00
2019-11-13 02:50:00,9054.0,54.1,208.0,-23.0,-0.7000000000000001,900,2019-11-13T02:50:00
2019-11-13 03:00:00,9056.0,39.300000000000004,218.0,-23.0,-0.4,900,2019-11-13T03:00:00
2019-11-13 03:10:00,9056.0,99.10000000000001,197.0,-23.0,-0.30000000000000004,900,2019-11-13T03:10:00
2019-11-13 03:20:00,9056.0,124.2,193.0,-24.0,-1.1,900,2019-11-13T03:20:00
2019-11-13 03:30:00,9057.0,109.80000000000001,195.0,-24.0,0.1,900,2019-11-13T03:30:00
2019-11-13 03:40:00,9056.0,34.4,249.0,-26.0,-1.1,900,2019-11-13T03:40:00
2019-11-13 03:50:00,9056.0,34.800000000000004,288.0,-27.0,-0.1,900,2019-11-13T03:50:00
2019-11-13 04:00:00,9058.0,,,-28.0,,900,2019-11-13T04:00:00
2019-11-13 04:10:00,9058.0,,,-28.0,,900,2019-11-13T04:10:00
2019-11-13 04:20:00,9059.0,,,-29.0,,900,2019-11-13T04:20:00
2019-11-13 04:30:00,9059.0,,,-29.0,,900,2019-11-13T04:30:00
2019-11-13 04:40:00,9058.0,,,-29.0,,900,2019-11-13T04:40:00
2019-11-13 04:50:00,9060.0,29.400000000000002,291.0,-27.0,-0.8,900,2019-11-13T04:50:00
2019-11-13 05:00:00,9061.0,31.400000000000002,286.0,-27.0,-1.2000000000000002,900,2019-11-13T05:00:00
2019-11-13 05:10:00,9060.0,33.4,285.0,-27.0,-0.30000000000000004,900,2019-11-13T05:10:00
2019-11-13 05:20:00,9062.0,,,-28.0,,900,2019-11-13T05:20:00
2019-11-13 05:30:00,9064.0,,,-29.0,,900,2019-11-13T05:30:00
2019-11-13 05:40:00,9062.0,31.3,291.0,-27.0,-0.2,900,2019-11-13T05:40:00
2019-11-13 05:50:00,9059.0,35.0,287.0,-26.0,-0.1,900,2019-11-13T05:50:00
2019-11-13 06:00:00,9059.0,27.700000000000003,293.0,-25.0,-0.5,900,2019-11-13T06:00:00
2019-11-13 06:10:00,9058.0,30.3,283.0,-26.0,-1.1,900,2019-11-13T06:10:00
2019-11-13 06:20:00,9059.0,33.9,281.0,-27.0,-1.1,900,2019-11-13T06:20:00
2019-11-13 06:30:00,9062.0,31.6,288.0,-25.0,-0.7000000000000001,900,2019-11-13T06:30:00
2019-11-13 06:40:00,9061.0,30.400000000000002,276.0,-26.0,-0.1,900,2019-11-13T06:40:00
2019-11-13 06:50:00,9061.0,28.0,293.0,-29.0,-0.1,900,2019-11-13T06:50:00
2019-11-13 07:00:00,9062.0,,,-30.0,,900,2019-11-13T07:00:00
2019-11-13 07:10:00,9063.0,,,-29.0,,900,2019-11-13T07:10:00
2019-11-13 07:20:00,9064.0,,,-29.0,,900,2019-11-13T07:20:00
2019-11-13 07:30:00,9065.0,,,-30.0,,900,2019-11-13T07:30:00
2019-11-13 07:40:00,9066.0,,,-31.0,,900,2019-11-13T07:40:00
2019-11-13 07:50:00,9067.0,,,-31.0,,900,2019-11-13T07:50:00
2019-11-13 08:00:00,9067.0,,,-30.0,,900,2019-11-13T08:00:00
2019-11-13 08:10:00,9068.0,,,-31.0,,900,2019-11-13T08:10:00
2019-11-13 08:20:00,9067.0,,,-31.0,,900,2019-11-13T08:20:00
2019-11-13 08:30:00,9068.0,,,-31.0,,900,2019-11-13T08:30:00
2019-11-13 08:40:00,9069.0,,,-31.0,,900,2019-11-13T08:40:00
2019-11-13 08:50:00,9069.0,,,-31.0,,900,2019-11-13T08:50:00
2019-11-13 09:00:00,9067.0,,,-31.0,,900,2019-11-13T09:00:00
2019-11-13 09:10:00,9073.0,,,-31.0,,900,2019-11-13T09:10:00
2019-11-13 09:20:00,9073.0,,,-31.0,,900,2019-11-13T09:20:00
2019-11-13 09:30:00,9074.0,,,-31.0,,900,2019-11-13T09:30:00
2019-11-13 09:40:00,9075.0,,,-31.0,,900,2019-11-13T09:40:00
2019-11-13 09:50:00,9077.0,,,-31.0,,900,2019-11-13T09:50:00
2019-11-13 10:00:00,9078.0,,,-32.0,,900,2019-11-13T10:00:00
2019-11-13 10:10:00,9079.0,,,-31.0,,900,2019-11-13T10:10:00
2019-11-13 10:20:00,9080.0,,,-31.0,,900,2019-11-13T10:20:00
2019-11-13 10:30:00,9081.0,,,-31.0,,900,2019-11-13T10:30:00
2019-11-13 10:40:00,9080.0,,,-32.0,,900,2019-11-13T10:40:00
2019-11-13 10:50:00,9082.0,,,-31.0,,900,2019-11-13T10:50:00
2019-11-13 11:00:00,9083.0,,,-31.0,,900,2019-11-13T11:00:00
2019-11-13 11:10:00,9084.0,,,-31.0,,900,2019-11-13T11:10:00
2019-11-13 11:20:00,9084.0,,,-31.0,,900,2019-11-13T11:20:00
2019-11-13 11:30:00,9088.0,,,-31.0,,900,2019-11-13T11:30:00
2019-11-13 11:40:00,9088.0,,,-31.0,,900,2019-11-13T11:40:00
2019-11-13 11:50:00,9086.0,,,-31.0,,900,2019-11-13T11:50:00
2019-11-13 12:00:00,9090.0,,,-32.0,,900,2019-11-13T12:00:00
2019-11-13 12:10:00,9091.0,,,-31.0,,900,2019-11-13T12:10:00
2019-11-13 12:20:00,9094.0,,,-31.0,,900,2019-11-13T12:20:00
2019-11-13 12:30:00,9095.0,,,-32.0,,900,2019-11-13T12:30:00
2019-11-13 12:40:00,9096.0,,,-31.0,,900,2019-11-13T12:40:00
2019-11-13 12:50:00,9100.0,,,-31.0,,900,2019-11-13T12:50:00
2019-11-13 13:00:00,9100.0,,,-31.0,,900,2019-11-13T13:00:00
2019-11-13 13:10:00,9102.0,,,-31.0,,900,2019-11-13T13:10:00
2019-11-13 13:20:00,9104.0,,,-31.0,,900,2019-11-13T13:20:00
2019-11-13 13:30:00,9105.0,,,-31.0,,900,2019-11-13T13:30:00
2019-11-13 13:40:00,9103.0,,,-31.0,,900,2019-11-13T13:40:00
2019-11-13 13:50:00,9104.0,,,-32.0,,900,2019-11-13T13:50:00
2019-11-13 00:00:00,9012.0,36.2,298.0,-26.0,0.0,925,2019-11-13T00:00:00
2019-11-13 00:10:00,9014.0,35.2,304.0,-25.0,0.1,925,2019-11-13T00:10:00
2019-11-13 00:20:00,9015.0,30.200000000000003,302.0,-24.0,0.5,925,2019-11-13T00:20:00
2019-11-13 00:30:00,9017.0,34.2,300.0,-25.0,-0.1,925,2019-11-13T00:30:00
2019-11-13 00:40:00,9017.0,36.800000000000004,300.0,-26.0,-0.1,925,2019-11-13T00:40:00
2019-11-13 00:50:00,9017.0,40.800000000000004,308.0,-27.0,-0.1,925,2019-11-13T00:50:00
2019-11-13 01:00:00,9018.0,30.6,298.0,-28.0,-0.30000000000000004,925,2019-11-13T01:00:00
2019-11-13 01:10:00,9018.0,,,-29.0,,925,2019-11-13T01:10:00
2019-11-13 01:20:00,9020.0,28.0,281.0,-24.0,0.4,925,2019-11-13T01:20:00
2019-11-13 01:30:00,9021.0,28.400000000000002,244.0,-25.0,-0.1,925,2019-11-13T01:30:00
2019-11-13 01:40:00,9026.0,30.700000000000003,235.0,-22.0,-0.5,925,2019-11-13T01:40:00
2019-11-13 01:50:00,9024.0,26.900000000000002,298.0,-24.0,-0.2,925,2019-11-13T01:50:00
2019-11-13 02:00:00,9023.0,,,-27.0,,925,2019-11-13T02:00:00
2019-11-13 02:10:00,9024.0,,,-28.0,,925,2019-11-13T02:10:00
2019-11-13 02:20:00,9026.0,138.4,192.0,-23.0,-0.6000000000000001,925,2019-11-13T02:20:00
2019-11-13 02:30:00,9025.0,139.5,191.0,-26.0,-0.6000000000000001,925,2019-11-13T02:30:00
2019-11-13 02:40:00,9046.0,111.10000000000001,194.0,-24.0,-1.0,925,2019-11-13T02:40:00
2019-11-13 02:50:00,9025.0,49.5,211.0,-23.0,-0.8,925,2019-11-13T02:50:00
2019-11-13 03:00:00,9026.0,33.7,226.0,-23.0,-0.2,925,2019-11-13T03:00:00
2019-11-13 03:10:00,9027.0,90.60000000000001,198.0,-23.0,-0.4,925,2019-11-13T03:10:00
2019-11-13 03:20:00,9026.0,114.7,194.0,-24.0,-1.4000000000000001,925,2019-11-13T03:20:00
2019-11-13 03:30:00,9028.0,129.1,193.0,-24.0,-0.30000000000000004,925,2019-11-13T03:30:00
2019-11-13 03:40:00,9026.0,41.300000000000004,228.0,-25.0,-1.2000000000000002,925,2019-11-13T03:40:00
2019-11-13 03:50:00,9027.0,34.800000000000004,285.0,-27.0,0.0,925,2019-11-13T03:50:00
2019-11-13 04:00:00,9029.0,34.1,276.0,-28.0,-0.7000000000000001,925,2019-11-13T04:00:00
2019-11-13 04:10:00,9029.0,,,-28.0,,925,2019-11-13T04:10:00
2019-11-13 04:20:00,9029.0,,,-29.0,,925,2019-11-13T04:20:00
2019-11-13 04:30:00,9030.0,,,-29.0,,925,2019-11-13T04:30:00
2019-11-13 04:40:00,9029.0,,,-29.0,,925,2019-11-13T04:40:00
2019-11-13 04:50:00,9030.0,30.0,285.0,-27.0,-1.0,925,2019-11-13T04:50:00
2019-11-13 05:00:00,9031.0,27.5,289.0,-27.0,-1.0,925,2019-11-13T05:00:00
2019-11-13 05:10:00,9031.0,33.0,283.0,-26.0,-0.30000000000000004,925,2019-11-13T05:10:00
2019-11-13 05:20:00,9033.0,,,-28.0,,925,2019-11-13T05:20:00
2019-11-13 05:30:00,9034.0,,,-29.0,,925,2019-11-13T05:30:00
2019-11-13 05:40:00,9033.0,32.800000000000004,290.0,-26.0,-0.6000000000000001,925,2019-11-13T05:40:00
2019-11-13 05:50:00,9030.0,33.7,285.0,-26.0,-0.30000000000000004,925,2019-11-13T05:50:00
2019-11-13 06:00:00,9029.0,29.1,290.0,-24.0,-0.7000000000000001,925,2019-11-13T06:00:00
2019-11-13 06:10:00,9028.0,30.6,284.0,-26.0,-1.1,925,2019-11-13T06:10:00
2019-11-13 06:20:00,9029.0,29.400000000000002,291.0,-26.0,-0.9,925,2019-11-13T06:20:00
2019-11-13 06:30:00,9032.0,31.1,289.0,-24.0,-0.5,925,2019-11-13T06:30:00
2019-11-13 06:40:00,9031.0,28.6,286.0,-25.0,-0.5,925,2019-11-13T06:40:00
2019-11-13 06:50:00,9032.0,,,-29.0,,925,2019-11-13T06:50:00
2019-11-13 07:00:00,9033.0,,,-30.0,,925,2019-11-13T07:00:00
2019-11-13 07:10:00,9033.0,,,-30.0,,925,2019-11-13T07:10:00
2019-11-13 07:20:00,9034.0,,,-29.0,,925,2019-11-13T07:20:00
2019-11-13 07:30:00,9035.0,,,-30.0,,925,2019-11-13T07:30:00
2019-11-13 07:40:00,9036.0,,,-31.0,,925,2019-11-13T07:40:00
2019-11-13 07:50:00,9037.0,,,-31.0,,925,2019-11-13T07:50:00
2019-11-13 08:00:00,9038.0,,,-31.0,,925,2019-11-13T08:00:00
2019-11-13 08:10:00,9038.0,,,-31.0,,925,2019-11-13T08:10:00
2019-11-13 08:20:00,9038.0,,,-31.0,,925,2019-11-13T08:20:00
2019-11-13 08:30:00,9038.0,,,-31.0,,925,2019-11-13T08:30:00
2019-11-13 08:40:00,9040.0,,,-31.0,,925,2019-11-13T08:40:00
2019-11-13 08:50:00,9040.0,,,-31.0,,925,2019-11-13T08:50:00
2019-11-13 09:00:00,9038.0,,,-31.0,,925,2019-11-13T09:00:00
2019-11-13 09:10:00,9043.0,,,-31.0,,925,2019-11-13T09:10:00
2019-11-13 09:20:00,9043.0,,,-31.0,,925,2019-11-13T09:20:00
2019-11-13 09:30:00,9045.0,,,-31.0,,925,2019-11-13T09:30:00
2019-11-13 09:40:00,9045.0,,,-31.0,,925,2019-11-13T09:40:00
2019-11-13 09:50:00,9047.0,,,-31.0,,925,2019-11-13T09:50:00
2019-11-13 10:00:00,9049.0,,,-31.0,,925,2019-11-13T10:00:00
2019-11-13 10:10:00,9049.0,,,-31.0,,925,2019-11-13T10:10:00
2019-11-13 10:20:00,9050.0,,,-31.0,,925,2019-11-13T10:20:00
2019-11-13 10:30:00,9051.0,,,-31.0,,925,2019-11-13T10:30:00
2019-11-13 10:40:00,9050.0,,,-31.0,,925,2019-11-13T10:40:00
2019-11-13 10:50:00,9052.0,,,-32.0,,925,2019-11-13T10:50:00
2019-11-13 11:00:00,9053.0,,,-31.0,,925,2019-11-13T11:00:00
2019-11-13 11:10:00,9054.0,,,-32.0,,925,2019-11-13T11:10:00
2019-11-13 11:20:00,9054.0,,,-31.0,,925,2019-11-13T11:20:00
2019-11-13 11:30:00,9058.0,,,-31.0,,925,2019-11-13T11:30:00
2019-11-13 11:40:00,9058.0,,,-31.0,,925,2019-11-13T11:40:00
2019-11-13 11:50:00,9056.0,,,-31.0,,925,2019-11-13T11:50:00
2019-11-13 12:00:00,9061.0,,,-32.0,,925,2019-11-13T12:00:00
2019-11-13 12:10:00,9062.0,,,-31.0,,925,2019-11-13T12:10:00
2019-11-13 12:20:00,9064.0,,,-32.0,,925,2019-11-13T12:20:00
2019-11-13 12:30:00,9066.0,,,-32.0,,925,2019-11-13T12:30:00
2019-11-13 12:40:00,9066.0,,,-32.0,,925,2019-11-13T12:40:00
2019-11-13 12:50:00,9070.0,,,-31.0,,925,2019-11-13T12:50:00
2019-11-13 13:00:00,9071.0,,,-31.0,,925,2019-11-13T13:00:00
2019-11-13 13:10:00,9073.0,,,-32.0,,925,2019-11-13T13:10:00
2019-11-13 13:20:00,9074.0,,,-31.0,,925,2019-11-13T13:20:00
2019-11-13 13:30:00,9075.0,,,-31.0,,925,2019-11-13T13:30:00
2019-11-13 13:40:00,9074.0,,,-31.0,,925,2019-11-13T13:40:00
2019-11-13 13:50:00,9074.0,,,-31.0,,925,2019-11-13T13:50:00
2019-11-13 00:00:00,8983.0,36.4,300.0,-26.0,0.0,950,2019-11-13T00:00:00
2019-11-13 00:10:00,8985.0,36.2,303.0,-25.0,0.2,950,2019-11-13T00:10:00
2019-11-13 00:20:00,8986.0,31.1,303.0,-24.0,0.5,950,2019-11-13T00:20:00
2019-11-13 00:30:00,8988.0,34.4,299.0,-25.0,0.0,950,2019-11-13T00:30:00
2019-11-13 00:40:00,8988.0,35.800000000000004,297.0,-26.0,-0.1,950,2019-11-13T00:40:00
2019-11-13 00:50:00,8988.0,36.0,298.0,-27.0,0.5,950,2019-11-13T00:50:00
2019-11-13 01:00:00,8989.0,29.6,299.0,-28.0,-0.4,950,2019-11-13T01:00:00
2019-11-13 01:10:00,8989.0,,,-28.0,,950,2019-11-13T01:10:00
2019-11-13 01:20:00,8991.0,30.400000000000002,293.0,-25.0,0.0,950,2019-11-13T01:20:00
2019-11-13 01:30:00,8992.0,28.200000000000003,246.0,-25.0,-0.1,950,2019-11-13T01:30:00
2019-11-13 01:40:00,8997.0,28.400000000000002,243.0,-22.0,-0.8,950,2019-11-13T01:40:00
2019-11-13 01:50:00,8995.0,26.900000000000002,298.0,-24.0,-0.2,950,2019-11-13T01:50:00
2019-11-13 02:00:00,8994.0,,,-27.0,,950,2019-11-13T02:00:00
2019-11-13 02:10:00,8995.0,,,-29.0,,950,2019-11-13T02:10:00
2019-11-13 02:20:00,8997.0,138.3,192.0,-23.0,-0.6000000000000001,950,2019-11-13T02:20:00
2019-11-13 02:30:00,8996.0,138.5,192.0,-26.0,-0.7000000000000001,950,2019-11-13T02:30:00
2019-11-13 02:40:00,9017.0,102.80000000000001,195.0,-25.0,-1.3,950,2019-11-13T02:40:00
2019-11-13 02:50:00,8996.0,40.7,218.0,-23.0,-0.6000000000000001,950,2019-11-13T02:50:00
2019-11-13 03:00:00,8997.0,28.3,239.0,-23.0,-0.5,950,2019-11-13T03:00:00
2019-11-13 03:10:00,8998.0,90.7,198.0,-23.0,-0.6000000000000001,950,2019-11-13T03:10:00
2019-11-13 03:20:00,8997.0,110.2,195.0,-24.0,-1.5,950,2019-11-13T03:20:00
2019-11-13 03:30:00,8999.0,127.5,193.0,-24.0,-1.2000000000000002,950,2019-11-13T03:30:00
2019-11-13 03:40:00,8997.0,58.1,210.0,-25.0,-0.30000000000000004,950,2019-11-13T03:40:00
2019-11-13 03:50:00,8998.0,34.2,283.0,-27.0,0.0,950,2019-11-13T03:50:00
2019-11-13 04:00:00,8999.0,,,-28.0,,950,2019-11-13T04:00:00
2019-11-13 04:10:00,8999.0,,,-28.0,,950,2019-11-13T04:10:00
2019-11-13 04:20:00,9000.0,,,-29.0,,950,2019-11-13T04:20:00
2019-11-13 04:30:00,9000.0,,,-29.0,,950,2019-11-13T04:30:00
2019-11-13 04:40:00,9000.0,,,-29.0,,950,2019-11-13T04:40:00
2019-11-13 04:50:00,9001.0,29.700000000000003,286.0,-26.0,-1.1,950,2019-11-13T04:50:00
2019-11-13 05:00:00,9002.0,27.6,287.0,-27.0,-1.0,950,2019-11-13T05:00:00
2019-11-13 05:10:00,9001.0,32.1,284.0,-26.0,-0.4,950,2019-11-13T05:10:00
2019-11-13 05:20:00,9003.0,,,-28.0,,950,2019-11-13T05:20:00
2019-11-13 05:30:00,9005.0,,,-29.0,,950,2019-11-13T05:30:00
2019-11-13 05:40:00,9003.0,31.3,287.0,-26.0,-0.4,950,2019-11-13T05:40:00
2019-11-13 05:50:00,9000.0,32.1,286.0,-25.0,0.0,950,2019-11-13T05:50:00
2019-11-13 06:00:00,9000.0,29.0,288.0,-23.0,-0.9,950,2019-11-13T06:00:00
2019-11-13 06:10:00,8999.0,29.6,284.0,-26.0,-1.1,950,2019-11-13T06:10:00
2019-11-13 06:20:00,9000.0,29.400000000000002,287.0,-26.0,-0.9,950,2019-11-13T06:20:00
2019-11-13 06:30:00,9003.0,30.700000000000003,289.0,-24.0,-0.4,950,2019-11-13T06:30:00
2019-11-13 06:40:00,9002.0,29.400000000000002,284.0,-25.0,-0.4,950,2019-11-13T06:40:00
2019-11-13 06:50:00,9002.0,,,-29.0,,950,2019-11-13T06:50:00
2019-11-13 07:00:00,9003.0,,,-30.0,,950,2019-11-13T07:00:00
2019-11-13 07:10:00,9003.0,,,-30.0,,950,2019-11-13T07:10:00
2019-11-13 07:20:00,9004.0,,,-29.0,,950,2019-11-13T07:20:00
2019-11-13 07:30:00,9006.0,,,-29.0,,950,2019-11-13T07:30:00
2019-11-13 07:40:00,9007.0,,,-31.0,,950,2019-11-13T07:40:00
2019-11-13 07:50:00,9008.0,,,-30.0,,950,2019-11-13T07:50:00
2019-11-13 08:00:00,9008.0,,,-31.0,,950,2019-11-13T08:00:00
2019-11-13 08:10:00,9009.0,,,-31.0,,950,2019-11-13T08:10:00
2019-11-13 08:20:00,9008.0,,,-31.0,,950,2019-11-13T08:20:00
2019-11-13 08:30:00,9009.0,,,-31.0,,950,2019-11-13T08:30:00
2019-11-13 08:40:00,9010.0,,,-31.0,,950,2019-11-13T08:40:00
2019-11-13 08:50:00,9010.0,,,-31.0,,950,2019-11-13T08:50:00
2019-11-13 09:00:00,9008.0,,,-31.0,,950,2019-11-13T09:00:00
2019-11-13 09:10:00,9014.0,,,-31.0,,950,2019-11-13T09:10:00
2019-11-13 09:20:00,9013.0,,,-31.0,,950,2019-11-13T09:20:00
2019-11-13 09:30:00,9015.0,,,-31.0,,950,2019-11-13T09:30:00
2019-11-13 09:40:00,9016.0,,,-31.0,,950,2019-11-13T09:40:00
2019-11-13 09:50:00,9017.0,,,-31.0,,950,2019-11-13T09:50:00
2019-11-13 10:00:00,9019.0,,,-32.0,,950,2019-11-13T10:00:00
2019-11-13 10:10:00,9019.0,,,-31.0,,950,2019-11-13T10:10:00
2019-11-13 10:20:00,9020.0,,,-31.0,,950,2019-11-13T10:20:00
2019-11-13 10:30:00,9021.0,,,-32.0,,950,2019-11-13T10:30:00
2019-11-13 10:40:00,9021.0,,,-32.0,,950,2019-11-13T10:40:00
2019-11-13 10:50:00,9022.0,,,-31.0,,950,2019-11-13T10:50:00
2019-11-13 11:00:00,9023.0,,,-31.0,,950,2019-11-13T11:00:00
2019-11-13 11:10:00,9024.0,,,-32.0,,950,2019-11-13T11:10:00
2019-11-13 11:20:00,9025.0,,,-31.0,,950,2019-11-13T11:20:00
2019-11-13 11:30:00,9028.0,,,-31.0,,950,2019-11-13T11:30:00
2019-11-13 11:40:00,9028.0,,,-32.0,,950,2019-11-13T11:40:00
2019-11-13 11:50:00,9027.0,,,-31.0,,950,2019-11-13T11:50:00
2019-11-13 12:00:00,9031.0,,,-32.0,,950,2019-11-13T12:00:00
2019-11-13 12:10:00,9032.0,,,-31.0,,950,2019-11-13T12:10:00
2019-11-13 12:20:00,9034.0,,,-31.0,,950,2019-11-13T12:20:00
2019-11-13 12:30:00,9036.0,,,-32.0,,950,2019-11-13T12:30:00
2019-11-13 12:40:00,9037.0,,,-31.0,,950,2019-11-13T12:40:00
2019-11-13 12:50:00,9040.0,,,-32.0,,950,2019-11-13T12:50:00
2019-11-13 13:00:00,9041.0,,,-31.0,,950,2019-11-13T13:00:00
2019-11-13 13:10:00,9043.0,,,-31.0,,950,2019-11-13T13:10:00
2019-11-13 13:20:00,9044.0,,,-31.0,,950,2019-11-13T13:20:00
2019-11-13 13:30:00,9045.0,,,-31.0,,950,2019-11-13T13:30:00
2019-11-13 13:40:00,9044.0,,,-32.0,,950,2019-11-13T13:40:00
2019-11-13 13:50:00,9045.0,,,-32.0,,950,2019-11-13T13:50:00
2019-11-13 00:00:00,8954.0,37.300000000000004,296.0,-26.0,0.0,975,2019-11-13T00:00:00
2019-11-13 00:10:00,8956.0,36.300000000000004,303.0,-25.0,0.2,975,2019-11-13T00:10:00
2019-11-13 00:20:00,8956.0,32.9,303.0,-24.0,0.5,975,2019-11-13T00:20:00
2019-11-13 00:30:00,8959.0,32.9,300.0,-25.0,0.0,975,2019-11-13T00:30:00
2019-11-13 00:40:00,8958.0,37.4,301.0,-27.0,0.0,975,2019-11-13T00:40:00
2019-11-13 00:50:00,8959.0,,,-27.0,,975,2019-11-13T00:50:00
2019-11-13 01:00:00,8960.0,28.700000000000003,298.0,-28.0,-0.2,975,2019-11-13T01:00:00
2019-11-13 01:10:00,8959.0,,,-30.0,,975,2019-11-13T01:10:00
2019-11-13 01:20:00,8961.0,32.7,293.0,-25.0,-0.1,975,2019-11-13T01:20:00
2019-11-13 01:30:00,8963.0,28.200000000000003,243.0,-24.0,-0.2,975,2019-11-13T01:30:00
2019-11-13 01:40:00,8967.0,28.5,244.0,-23.0,-0.8,975,2019-11-13T01:40:00
2019-11-13 01:50:00,8966.0,27.900000000000002,297.0,-24.0,-0.2,975,2019-11-13T01:50:00
2019-11-13 02:00:00,8965.0,,,-27.0,,975,2019-11-13T02:00:00
2019-11-13 02:10:00,8965.0,,,-29.0,,975,2019-11-13T02:10:00
2019-11-13 02:20:00,8968.0,139.0,191.0,-24.0,-0.6000000000000001,975,2019-11-13T02:20:00
2019-11-13 02:30:00,8967.0,,,-27.0,,975,2019-11-13T02:30:00
2019-11-13 02:40:00,8987.0,93.4,196.0,-25.0,-0.9,975,2019-11-13T02:40:00
2019-11-13 02:50:00,8966.0,39.800000000000004,219.0,-23.0,-0.7000000000000001,975,2019-11-13T02:50:00
2019-11-13 03:00:00,8968.0,30.5,233.0,-23.0,-0.1,975,2019-11-13T03:00:00
2019-11-13 03:10:00,8968.0,82.2,200.0,-24.0,-0.30000000000000004,975,2019-11-13T03:10:00
2019-11-13 03:20:00,8968.0,104.0,196.0,-23.0,-2.1,975,2019-11-13T03:20:00
2019-11-13 03:30:00,8969.0,135.20000000000002,192.0,-24.0,-0.30000000000000004,975,2019-11-13T03:30:00
2019-11-13 03:40:00,8967.0,55.7,212.0,-25.0,-0.8,975,2019-11-13T03:40:00
2019-11-13 03:50:00,8968.0,33.7,286.0,-26.0,-0.1,975,2019-11-13T03:50:00
2019-11-13 04:00:00,8970.0,,,-28.0,,975,2019-11-13T04:00:00
2019-11-13 04:10:00,8970.0,,,-28.0,,975,2019-11-13T04:10:00
2019-11-13 04:20:00,8970.0,,,-29.0,,975,2019-11-13T04:20:00
2019-11-13 04:30:00,8971.0,,,-29.0,,975,2019-11-13T04:30:00
2019-11-13 04:40:00,8970.0,,,-29.0,,975,2019-11-13T04:40:00
2019-11-13 04:50:00,8971.0,32.6,290.0,-26.0,-1.1,975,2019-11-13T04:50:00
2019-11-13 05:00:00,8972.0,27.5,286.0,-26.0,-0.9,975,2019-11-13T05:00:00
2019-11-13 05:10:00,8972.0,33.1,284.0,-25.0,-0.30000000000000004,975,2019-11-13T05:10:00
2019-11-13 05:20:00,8974.0,,,-28.0,,975,2019-11-13T05:20:00
2019-11-13 05:30:00,8975.0,,,-29.0,,975,2019-11-13T05:30:00
2019-11-13 05:40:00,8974.0,33.0,288.0,-26.0,-0.7000000000000001,975,2019-11-13T05:40:00
2019-11-13 05:50:00,8971.0,31.400000000000002,287.0,-25.0,0.0,975,2019-11-13T05:50:00
2019-11-13 06:00:00,8970.0,29.5,289.0,-22.0,-1.0,975,2019-11-13T06:00:00
2019-11-13 06:10:00,8969.0,29.700000000000003,286.0,-26.0,-1.0,975,2019-11-13T06:10:00
2019-11-13 06:20:00,8970.0,29.700000000000003,291.0,-25.0,-0.6000000000000001,975,2019-11-13T06:20:00
2019-11-13 06:30:00,8973.0,30.900000000000002,290.0,-24.0,-0.4,975,2019-11-13T06:30:00
2019-11-13 06:40:00,8972.0,30.400000000000002,285.0,-25.0,-0.2,975,2019-11-13T06:40:00
2019-11-13 06:50:00,8973.0,,,-29.0,,975,2019-11-13T06:50:00
2019-11-13 07:00:00,8974.0,,,-30.0,,975,2019-11-13T07:00:00
2019-11-13 07:10:00,8974.0,,,-30.0,,975,2019-11-13T07:10:00
2019-11-13 07:20:00,8975.0,,,-29.0,,975,2019-11-13T07:20:00
