datetimes,temperature,dew_point,relative_humidity,liquid,range,times
2019-11-13 07:30:00,-15.3,-22.400000000000002,54.0,0.012,1200,2019-11-13T07:30:00
2019-11-13 07:30:00,-16.1,-23.6,52.0,0.02,1300,2019-11-13T07:30:00
2019-11-13 07:30:00,-16.900000000000002,-24.6,51.0,0.031,1400,2019-11-13T07:30:00
2019-11-13 07:30:00,-17.400000000000002,-25.6,49.0,0.022,1500,2019-11-13T07:30:00
2019-11-13 07:30:00,-17.8,-26.3,47.0,0.008,1600,2019-11-13T07:30:00
2019-11-13 07:30:00,-18.2,-26.8,47.0,0.013000000000000001,1700,2019-11-13T07:30:00
2019-11-13 07:30:00,-18.400000000000002,-27.5,45.0,0.001,1800,2019-11-13T07:30:00
2019-11-13 07:30:00,-18.7,-28.0,44.0,0.001,1900,2019-11-13T07:30:00
2019-11-13 07:30:00,-19.1,-28.700000000000003,42.0,0.001,2000,2019-11-13T07:30:00
2019-11-13 07:30:00,-19.6,-30.0,39.0,0.001,2250,2019-11-13T07:30:00
2019-11-13 07:30:00,-20.400000000000002,-30.8,39.0,0.001,2500,2019-11-13T07:30:00
2019-11-13 07:30:00,-21.5,-31.8,38.0,0.001,2750,2019-11-13T07:30:00
2019-11-13 07:30:00,-22.700000000000003,-33.7,36.0,0.001,3000,2019-11-13T07:30:00
2019-11-13 07:30:00,-23.8,-34.9,35.0,0.001,3250,2019-11-13T07:30:00
2019-11-13 07:30:00,-25.0,-36.4,34.0,0.001,3500,2019-11-13T07:30:00
2019-11-13 07:30:00,-26.1,-37.9,32.0,0.001,3750,2019-11-13T07:30:00
2019-11-13 07:30:00,-27.3,-39.300000000000004,31.0,0.001,4000,2019-11-13T07:30:00
2019-11-13 07:30:00,-28.700000000000003,-40.7,30.0,0.001,4250,2019-11-13T07:30:00
2019-11-13 07:30:00,-29.900000000000002,-42.5,28.0,0.001,4500,2019-11-13T07:30:00
2019-11-13 07:30:00,-31.1,-44.2,26.0,0.001,4750,2019-11-13T07:30:00
2019-11-13 07:30:00,-32.300000000000004,-45.2,26.0,0.001,5000,2019-11-13T07:30:00
2019-11-13 07:30:00,-33.6,-46.5,26.0,0.013000000000000001,5250,2019-11-13T07:30:00
2019-11-13 07:30:00,-35.0,-48.2,24.0,0.001,5500,2019-11-13T07:30:00
2019-11-13 07:30:00,-36.2,-49.5,23.0,0.001,5750,2019-11-13T07:30:00
2019-11-13 07:30:00,-37.5,-51.0,22.0,0.001,6000,2019-11-13T07:30:00
2019-11-13 07:30:00,-38.7,-53.0,20.0,0.001,6250,2019-11-13T07:30:00
2019-11-13 07:30:00,-39.800000000000004,-54.7,18.0,0.015,6500,2019-11-13T07:30:00
2019-11-13 07:30:00,-41.0,-55.800000000000004,18.0,0.001,6750,2019-11-13T07:30:00
2019-11-13 07:30:00,-42.1,-57.2,17.0,0.001,7000,2019-11-13T07:30:00
2019-11-13 07:30:00,-43.2,-58.900000000000006,16.0,0.001,7250,2019-11-13T07:30:00
2019-11-13 07:30:00,-44.300000000000004,-60.6,14.0,0.001,7500,2019-11-13T07:30:00
2019-11-13 07:30:00,-45.1,-62.1,13.0,0.001,7750,2019-11-13T07:30:00
2019-11-13 07:30:00,-46.1,-63.800000000000004,11.0,0.001,8000,2019-11-13T07:30:00
2019-11-13 07:30:00,-46.900000000000006,-64.60000000000001,11.0,0.001,8250,2019-11-13T07:30:00
2019-11-13 07:30:00,-47.6,-66.0,10.0,0.001,8500,2019-11-13T07:30:00
2019-11-13 07:30:00,-47.900000000000006,-66.60000000000001,9.0,0.001,8750,2019-11-13T07:30:00
2019-11-13 07:30:00,-47.900000000000006,-67.60000000000001,8.0,0.001,9000,2019-11-13T07:30:00
2019-11-13 07:30:00,-47.7,-68.4,7.0,0.001,9250,2019-11-13T07:30:00
2019-11-13 07:30:00,-47.300000000000004,-69.4,6.0,0.001,9500,2019-11-13T07:30:00
2019-11-13 07:30:00,-47.2,-71.5,4.0,0.001,9750,2019-11-13T07:30:00
2019-11-13 07:30:00,-47.0,-72.10000000000001,4.0,0.001,10000,2019-11-13T07:30:00
2019-11-13 07:40:00,-5.0,-14.5,47.0,0.001,0,2019-11-13T07:40:00
2019-11-13 07:40:00,-5.5,-17.400000000000002,38.0,0.001,50,2019-11-13T07:40:00
2019-11-13 07:40:00,-5.5,-17.5,38.0,0.001,100,2019-11-13T07:40:00
2019-11-13 07:40:00,-5.7,-17.400000000000002,39.0,0.001,150,2019-11-13T07:40:00
2019-11-13 07:40:00,-6.1000000000000005,-17.5,40.0,0.001,200,2019-11-13T07:40:00
2019-11-13 07:40:00,-6.4,-17.5,41.0,0.001,250,2019-11-13T07:40:00
2019-11-13 07:40:00,-6.800000000000001,-17.5,42.0,0.001,300,2019-11-13T07:40:00
2019-11-13 07:40:00,-7.300000000000001,-17.7,43.0,0.001,350,2019-11-13T07:40:00
2019-11-13 07:40:00,-7.9,-18.1,43.0,0.001,400,2019-11-13T07:40:00
2019-11-13 07:40:00,-8.4,-18.400000000000002,44.0,0.001,450,2019-11-13T07:40:00
2019-11-13 07:40:00,-8.9,-18.7,45.0,0.001,500,2019-11-13T07:40:00
2019-11-13 07:40:00,-9.8,-19.200000000000003,46.0,0.001,600,2019-11-13T07:40:00
2019-11-13 07:40:00,-10.700000000000001,-19.5,48.0,0.001,700,2019-11-13T07:40:00
2019-11-13 07:40:00,-11.700000000000001,-20.1,50.0,0.001,800,2019-11-13T07:40:00
2019-11-13 07:40:00,-12.9,-20.6,52.0,0.001,900,2019-11-13T07:40:00
2019-11-13 07:40:00,-13.9,-21.0,55.0,0.001,1000,2019-11-13T07:40:00
2019-11-13 07:40:00,-14.9,-21.700000000000003,55.0,0.001,1100,2019-11-13T07:40:00
2019-11-13 07:40:00,-15.8,-22.6,56.0,0.011,1200,2019-11-13T07:40:00
2019-11-13 07:40:00,-16.6,-23.700000000000003,54.0,0.018000000000000002,1300,2019-11-13T07:40:00
2019-11-13 07:40:00,-17.5,-24.700000000000003,53.0,0.03,1400,2019-11-13T07:40:00
2019-11-13 07:40:00,-18.0,-25.700000000000003,51.0,0.021,1500,2019-11-13T07:40:00
2019-11-13 07:40:00,-18.400000000000002,-26.400000000000002,49.0,0.003,1600,2019-11-13T07:40:00
2019-11-13 07:40:00,-18.8,-26.8,49.0,0.012,1700,2019-11-13T07:40:00
2019-11-13 07:40:00,-19.0,-27.400000000000002,47.0,0.001,1800,2019-11-13T07:40:00
2019-11-13 07:40:00,-19.400000000000002,-28.0,46.0,0.001,1900,2019-11-13T07:40:00
2019-11-13 07:40:00,-19.700000000000003,-28.6,45.0,0.001,2000,2019-11-13T07:40:00
2019-11-13 07:40:00,-20.200000000000003,-29.900000000000002,41.0,0.001,2250,2019-11-13T07:40:00
2019-11-13 07:40:00,-21.0,-30.700000000000003,41.0,0.001,2500,2019-11-13T07:40:00
2019-11-13 07:40:00,-22.1,-31.700000000000003,41.0,0.001,2750,2019-11-13T07:40:00
2019-11-13 07:40:00,-23.3,-33.5,38.0,0.001,3000,2019-11-13T07:40:00
2019-11-13 07:40:00,-24.400000000000002,-34.800000000000004,37.0,0.001,3250,2019-11-13T07:40:00
2019-11-13 07:40:00,-25.6,-36.300000000000004,36.0,0.001,3500,2019-11-13T07:40:00
2019-11-13 07:40:00,-26.700000000000003,-37.9,34.0,0.001,3750,2019-11-13T07:40:00
2019-11-13 07:40:00,-27.900000000000002,-39.400000000000006,32.0,0.001,4000,2019-11-13T07:40:00
2019-11-13 07:40:00,-29.3,-41.0,31.0,0.001,4250,2019-11-13T07:40:00
2019-11-13 07:40:00,-30.400000000000002,-42.900000000000006,28.0,0.001,4500,2019-11-13T07:40:00
2019-11-13 07:40:00,-31.6,-44.7,26.0,0.001,4750,2019-11-13T07:40:00
2019-11-13 07:40:00,-32.800000000000004,-45.800000000000004,26.0,0.001,5000,2019-11-13T07:40:00
2019-11-13 07:40:00,-34.1,-47.0,25.0,0.012,5250,2019-11-13T07:40:00
2019-11-13 07:40:00,-35.4,-48.900000000000006,24.0,0.001,5500,2019-11-13T07:40:00
2019-11-13 07:40:00,-36.7,-50.400000000000006,22.0,0.001,5750,2019-11-13T07:40:00
2019-11-13 07:40:00,-37.9,-51.900000000000006,21.0,0.001,6000,2019-11-13T07:40:00
2019-11-13 07:40:00,-39.1,-53.800000000000004,19.0,0.001,6250,2019-11-13T07:40:00
2019-11-13 07:40:00,-40.1,-55.6,17.0,0.015,6500,2019-11-13T07:40:00
2019-11-13 07:40:00,-41.400000000000006,-56.6,17.0,0.001,6750,2019-11-13T07:40:00
2019-11-13 07:40:00,-42.400000000000006,-57.900000000000006,16.0,0.001,7000,2019-11-13T07:40:00
2019-11-13 07:40:00,-43.5,-59.7,15.0,0.001,7250,2019-11-13T07:40:00
2019-11-13 07:40:00,-44.6,-61.5,13.0,0.001,7500,2019-11-13T07:40:00
2019-11-13 07:40:00,-45.300000000000004,-63.1,11.0,0.001,7750,2019-11-13T07:40:00
2019-11-13 07:40:00,-46.2,-64.9,10.0,0.001,8000,2019-11-13T07:40:00
2019-11-13 07:40:00,-47.0,-65.8,9.0,0.001,8250,2019-11-13T07:40:00
2019-11-13 07:40:00,-47.6,-67.0,8.0,0.001,8500,2019-11-13T07:40:00
2019-11-13 07:40:00,-47.900000000000006,-67.8,8.0,0.001,8750,2019-11-13T07:40:00
2019-11-13 07:40:00,-47.800000000000004,-68.9,7.0,0.001,9000,2019-11-13T07:40:00
2019-11-13 07:40:00,-47.6,-69.60000000000001,6.0,0.001,9250,2019-11-13T07:40:00
2019-11-13 07:40:00,-47.1,-70.60000000000001,5.0,0.001,9500,2019-11-13T07:40:00
2019-11-13 07:40:00,-46.900000000000006,-73.3,3.0,0.001,9750,2019-11-13T07:40:00
2019-11-13 07:40:00,-46.7,-73.9,3.0,0.001,10000,2019-11-13T07:40:00
2019-11-13 07:50:00,-5.1000000000000005,-14.200000000000001,48.0,0.001,0,2019-11-13T07:50:00
2019-11-13 07:50:00,-5.5,-17.2,39.0,0.001,50,2019-11-13T07:50:00
2019-11-13 07:50:00,-5.4,-17.400000000000002,38.0,0.001,100,2019-11-13T07:50:00
2019-11-13 07:50:00,-5.6000000000000005,-17.2,39.0,0.001,150,2019-11-13T07:50:00
2019-11-13 07:50:00,-5.9,-17.2,40.0,0.001,200,2019-11-13T07:50:00
2019-11-13 07:50:00,-6.2,-17.2,41.0,0.001,250,2019-11-13T07:50:00
2019-11-13 07:50:00,-6.6000000000000005,-17.2,42.0,0.001,300,2019-11-13T07:50:00
2019-11-13 07:50:00,-7.1000000000000005,-17.6,43.0,0.001,350,2019-11-13T07:50:00
2019-11-13 07:50:00,-7.6000000000000005,-17.900000000000002,43.0,0.001,400,2019-11-13T07:50:00
2019-11-13 07:50:00,-8.200000000000001,-18.2,44.0,0.001,450,2019-11-13T07:50:00
2019-11-13 07:50:00,-8.6,-18.5,45.0,0.001,500,2019-11-13T07:50:00
2019-11-13 07:50:00,-9.5,-19.0,46.0,0.001,600,2019-11-13T07:50:00
2019-11-13 07:50:00,-10.4,-19.400000000000002,48.0,0.001,700,2019-11-13T07:50:00
2019-11-13 07:50:00,-11.4,-20.1,48.0,0.001,800,2019-11-13T07:50:00
2019-11-13 07:50:00,-12.600000000000001,-20.6,51.0,0.001,900,2019-11-13T07:50:00
2019-11-13 07:50:00,-13.600000000000001,-21.1,53.0,0.001,1000,2019-11-13T07:50:00
2019-11-13 07:50:00,-14.600000000000001,-22.0,53.0,0.001,1100,2019-11-13T07:50:00
2019-11-13 07:50:00,-15.5,-22.900000000000002,53.0,0.012,1200,2019-11-13T07:50:00
2019-11-13 07:50:00,-16.3,-24.200000000000003,50.0,0.02,1300,2019-11-13T07:50:00
2019-11-13 07:50:00,-17.2,-25.200000000000003,49.0,0.031,1400,2019-11-13T07:50:00
2019-11-13 07:50:00,-17.7,-26.3,47.0,0.022,1500,2019-11-13T07:50:00
2019-11-13 07:50:00,-18.2,-27.0,45.0,0.007,1600,2019-11-13T07:50:00
2019-11-13 07:50:00,-18.5,-27.5,45.0,0.012,1700,2019-11-13T07:50:00
2019-11-13 07:50:00,-18.8,-28.200000000000003,43.0,0.001,1800,2019-11-13T07:50:00
2019-11-13 07:50:00,-19.1,-28.700000000000003,42.0,0.001,1900,2019-11-13T07:50:00
2019-11-13 07:50:00,-19.400000000000002,-29.3,41.0,0.001,2000,2019-11-13T07:50:00
2019-11-13 07:50:00,-20.0,-30.5,38.0,0.001,2250,2019-11-13T07:50:00
2019-11-13 07:50:00,-20.8,-31.3,38.0,0.001,2500,2019-11-13T07:50:00
2019-11-13 07:50:00,-21.900000000000002,-32.2,39.0,0.001,2750,2019-11-13T07:50:00
2019-11-13 07:50:00,-23.1,-34.0,36.0,0.001,3000,2019-11-13T07:50:00
2019-11-13 07:50:00,-24.200000000000003,-35.2,35.0,0.001,3250,2019-11-13T07:50:00
2019-11-13 07:50:00,-25.5,-36.5,34.0,0.001,3500,2019-11-13T07:50:00
2019-11-13 07:50:00,-26.5,-38.0,32.0,0.001,3750,2019-11-13T07:50:00
2019-11-13 07:50:00,-27.8,-39.400000000000006,32.0,0.001,4000,2019-11-13T07:50:00
2019-11-13 07:50:00,-29.200000000000003,-40.800000000000004,31.0,0.001,4250,2019-11-13T07:50:00
2019-11-13 07:50:00,-30.3,-42.5,29.0,0.001,4500,2019-11-13T07:50:00
2019-11-13 07:50:00,-31.5,-44.300000000000004,27.0,0.001,4750,2019-11-13T07:50:00
2019-11-13 07:50:00,-32.7,-45.300000000000004,27.0,0.001,5000,2019-11-13T07:50:00
2019-11-13 07:50:00,-34.0,-46.5,27.0,0.013000000000000001,5250,2019-11-13T07:50:00
2019-11-13 07:50:00,-35.4,-48.300000000000004,25.0,0.001,5500,2019-11-13T07:50:00
2019-11-13 07:50:00,-36.6,-49.7,24.0,0.001,5750,2019-11-13T07:50:00
2019-11-13 07:50:00,-37.9,-51.2,23.0,0.001,6000,2019-11-13T07:50:00
2019-11-13 07:50:00,-39.0,-53.1,21.0,0.001,6250,2019-11-13T07:50:00
2019-11-13 07:50:00,-40.1,-54.800000000000004,19.0,0.015,6500,2019-11-13T07:50:00
2019-11-13 07:50:00,-41.300000000000004,-55.800000000000004,19.0,0.001,6750,2019-11-13T07:50:00
2019-11-13 07:50:00,-42.400000000000006,-57.300000000000004,18.0,0.001,7000,2019-11-13T07:50:00
2019-11-13 07:50:00,-43.5,-59.0,16.0,0.001,7250,2019-11-13T07:50:00
2019-11-13 07:50:00,-44.6,-60.7,14.0,0.001,7500,2019-11-13T07:50:00
2019-11-13 07:50:00,-45.400000000000006,-62.2,13.0,0.001,7750,2019-11-13T07:50:00
2019-11-13 07:50:00,-46.300000000000004,-63.7,12.0,0.001,8000,2019-11-13T07:50:00
2019-11-13 07:50:00,-47.1,-64.60000000000001,11.0,0.001,8250,2019-11-13T07:50:00
2019-11-13 07:50:00,-47.7,-65.9,10.0,0.001,8500,2019-11-13T07:50:00
2019-11-13 07:50:00,-48.0,-66.60000000000001,9.0,0.001,8750,2019-11-13T07:50:00
2019-11-13 07:50:00,-47.900000000000006,-67.60000000000001,8.0,0.001,9000,2019-11-13T07:50:00
2019-11-13 07:50:00,-47.7,-68.10000000000001,7.0,0.001,9250,2019-11-13T07:50:00
2019-11-13 07:50:00,-47.300000000000004,-69.10000000000001,6.0,0.001,9500,2019-11-13T07:50:00
2019-11-13 07:50:00,-47.1,-71.0,4.0,0.001,9750,2019-11-13T07:50:00
2019-11-13 07:50:00,-46.900000000000006,-71.60000000000001,4.0,0.001,10000,2019-11-13T07:50:00
2019-11-13 08:00:00,-5.1000000000000005,-13.9,50.0,0.001,0,2019-11-13T08:00:00
2019-11-13 08:00:00,-5.300000000000001,-16.7,40.0,0.001,50,2019-11-13T08:00:00
2019-11-13 08:00:00,-5.1000000000000005,-17.0,39.0,0.001,100,2019-11-13T08:00:00
2019-11-13 08:00:00,-5.300000000000001,-16.900000000000002,39.0,0.001,150,2019-11-13T08:00:00
2019-11-13 08:00:00,-5.6000000000000005,-16.900000000000002,40.0,0.001,200,2019-11-13T08:00:00
2019-11-13 08:00:00,-5.9,-16.900000000000002,41.0,0.001,250,2019-11-13T08:00:00
2019-11-13 08:00:00,-6.300000000000001,-16.900000000000002,42.0,0.001,300,2019-11-13T08:00:00
2019-11-13 08:00:00,-6.800000000000001,-17.2,43.0,0.001,350,2019-11-13T08:00:00
2019-11-13 08:00:00,-7.300000000000001,-17.5,44.0,0.001,400,2019-11-13T08:00:00
2019-11-13 08:00:00,-7.800000000000001,-17.7,44.0,0.001,450,2019-11-13T08:00:00
2019-11-13 08:00:00,-8.3,-18.1,45.0,0.001,500,2019-11-13T08:00:00
2019-11-13 08:00:00,-9.200000000000001,-18.5,46.0,0.001,600,2019-11-13T08:00:00
2019-11-13 08:00:00,-10.100000000000001,-18.900000000000002,48.0,0.001,700,2019-11-13T08:00:00
2019-11-13 08:00:00,-11.100000000000001,-19.6,49.0,0.001,800,2019-11-13T08:00:00
2019-11-13 08:00:00,-12.200000000000001,-20.1,52.0,0.001,900,2019-11-13T08:00:00
2019-11-13 08:00:00,-13.200000000000001,-20.5,54.0,0.001,1000,2019-11-13T08:00:00
2019-11-13 08:00:00,-14.200000000000001,-21.400000000000002,54.0,0.001,1100,2019-11-13T08:00:00
2019-11-13 08:00:00,-15.200000000000001,-22.400000000000002,54.0,0.011,1200,2019-11-13T08:00:00
2019-11-13 08:00:00,-16.0,-23.700000000000003,52.0,0.019,1300,2019-11-13T08:00:00
2019-11-13 08:00:00,-16.900000000000002,-24.700000000000003,51.0,0.03,1400,2019-11-13T08:00:00
2019-11-13 08:00:00,-17.400000000000002,-25.700000000000003,48.0,0.022,1500,2019-11-13T08:00:00
2019-11-13 08:00:00,-17.900000000000002,-26.6,46.0,0.005,1600,2019-11-13T08:00:00
2019-11-13 08:00:00,-18.2,-27.0,46.0,0.012,1700,2019-11-13T08:00:00
2019-11-13 08:00:00,-18.5,-27.8,44.0,0.001,1800,2019-11-13T08:00:00
2019-11-13 08:00:00,-18.8,-28.400000000000002,42.0,0.001,1900,2019-11-13T08:00:00
2019-11-13 08:00:00,-19.200000000000003,-29.0,41.0,0.001,2000,2019-11-13T08:00:00
2019-11-13 08:00:00,-19.700000000000003,-30.5,37.0,0.001,2250,2019-11-13T08:00:00
2019-11-13 08:00:00,-20.6,-31.400000000000002,37.0,0.001,2500,2019-11-13T08:00:00
2019-11-13 08:00:00,-21.700000000000003,-32.4,37.0,0.001,2750,2019-11-13T08:00:00
2019-11-13 08:00:00,-22.900000000000002,-34.4,34.0,0.001,3000,2019-11-13T08:00:00
2019-11-13 08:00:00,-24.0,-35.5,33.0,0.001,3250,2019-11-13T08:00:00
2019-11-13 08:00:00,-25.3,-37.0,32.0,0.001,3500,2019-11-13T08:00:00
2019-11-13 08:00:00,-26.3,-38.400000000000006,31.0,0.001,3750,2019-11-13T08:00:00
2019-11-13 08:00:00,-27.6,-39.7,30.0,0.001,4000,2019-11-13T08:00:00
2019-11-13 08:00:00,-29.0,-41.2,30.0,0.001,4250,2019-11-13T08:00:00
2019-11-13 08:00:00,-30.200000000000003,-42.900000000000006,27.0,0.001,4500,2019-11-13T08:00:00
2019-11-13 08:00:00,-31.400000000000002,-44.7,25.0,0.001,4750,2019-11-13T08:00:00
2019-11-13 08:00:00,-32.6,-45.7,26.0,0.001,5000,2019-11-13T08:00:00
2019-11-13 08:00:00,-33.9,-47.0,25.0,0.012,5250,2019-11-13T08:00:00
2019-11-13 08:00:00,-35.2,-48.7,24.0,0.001,5500,2019-11-13T08:00:00
2019-11-13 08:00:00,-36.5,-50.0,23.0,0.001,5750,2019-11-13T08:00:00
2019-11-13 08:00:00,-37.800000000000004,-51.6,22.0,0.001,6000,2019-11-13T08:00:00
2019-11-13 08:00:00,-38.900000000000006,-53.5,19.0,0.001,6250,2019-11-13T08:00:00
2019-11-13 08:00:00,-40.0,-55.2,18.0,0.014,6500,2019-11-13T08:00:00
2019-11-13 08:00:00,-41.2,-56.300000000000004,18.0,0.001,6750,2019-11-13T08:00:00
2019-11-13 08:00:00,-42.300000000000004,-57.800000000000004,16.0,0.001,7000,2019-11-13T08:00:00
2019-11-13 08:00:00,-43.400000000000006,-59.6,15.0,0.001,7250,2019-11-13T08:00:00
2019-11-13 08:00:00,-44.5,-61.300000000000004,13.0,0.001,7500,2019-11-13T08:00:00
2019-11-13 08:00:00,-45.300000000000004,-62.900000000000006,12.0,0.001,7750,2019-11-13T08:00:00
2019-11-13 08:00:00,-46.2,-64.5,10.0,0.001,8000,2019-11-13T08:00:00
2019-11-13 08:00:00,-47.0,-65.5,10.0,0.001,8250,2019-11-13T08:00:00
2019-11-13 08:00:00,-47.7,-66.60000000000001,9.0,0.001,8500,2019-11-13T08:00:00
2019-11-13 08:00:00,-48.0,-67.3,8.0,0.001,8750,2019-11-13T08:00:00
2019-11-13 08:00:00,-47.900000000000006,-68.4,7.0,0.001,9000,2019-11-13T08:00:00
2019-11-13 08:00:00,-47.7,-69.10000000000001,6.0,0.001,9250,2019-11-13T08:00:00
2019-11-13 08:00:00,-47.300000000000004,-70.10000000000001,5.0,0.001,9500,2019-11-13T08:00:00
2019-11-13 08:00:00,-47.2,-72.5,3.0,0.001,9750,2019-11-13T08:00:00
2019-11-13 08:00:00,-46.900000000000006,-73.10000000000001,3.0,0.001,10000,2019-11-13T08:00:00
2019-11-13 08:10:00,-5.1000000000000005,-13.9,50.0,0.001,0,2019-11-13T08:10:00
2019-11-13 08:10:00,-5.2,-16.7,39.0,0.001,50,2019-11-13T08:10:00
2019-11-13 08:10:00,-5.0,-17.0,38.0,0.001,100,2019-11-13T08:10:00
2019-11-13 08:10:00,-5.2,-16.900000000000002,39.0,0.001,150,2019-11-13T08:10:00
2019-11-13 08:10:00,-5.5,-16.900000000000002,40.0,0.001,200,2019-11-13T08:10:00
2019-11-13 08:10:00,-5.800000000000001,-16.900000000000002,41.0,0.001,250,2019-11-13T08:10:00
2019-11-13 08:10:00,-6.1000000000000005,-17.0,42.0,0.001,300,2019-11-13T08:10:00
2019-11-13 08:10:00,-6.6000000000000005,-17.2,42.0,0.001,350,2019-11-13T08:10:00
2019-11-13 08:10:00,-7.2,-17.6,43.0,0.001,400,2019-11-13T08:10:00
2019-11-13 08:10:00,-7.7,-17.7,44.0,0.001,450,2019-11-13T08:10:00
2019-11-13 08:10:00,-8.200000000000001,-18.1,44.0,0.001,500,2019-11-13T08:10:00
2019-11-13 08:10:00,-9.1,-18.6,46.0,0.001,600,2019-11-13T08:10:00
2019-11-13 08:10:00,-10.0,-19.0,48.0,0.001,700,2019-11-13T08:10:00
2019-11-13 08:10:00,-11.0,-19.6,49.0,0.001,800,2019-11-13T08:10:00
2019-11-13 08:10:00,-12.200000000000001,-20.200000000000003,51.0,0.001,900,2019-11-13T08:10:00
2019-11-13 08:10:00,-13.3,-20.6,54.0,0.001,1000,2019-11-13T08:10:00
2019-11-13 08:10:00,-14.3,-21.5,54.0,0.001,1100,2019-11-13T08:10:00
2019-11-13 08:10:00,-15.3,-22.5,54.0,0.011,1200,2019-11-13T08:10:00
2019-11-13 08:10:00,-16.2,-23.700000000000003,52.0,0.019,1300,2019-11-13T08:10:00
2019-11-13 08:10:00,-17.0,-24.700000000000003,51.0,0.03,1400,2019-11-13T08:10:00
2019-11-13 08:10:00,-17.7,-25.900000000000002,48.0,0.021,1500,2019-11-13T08:10:00
2019-11-13 08:10:00,-18.1,-26.700000000000003,47.0,0.005,1600,2019-11-13T08:10:00
2019-11-13 08:10:00,-18.5,-27.200000000000003,46.0,0.012,1700,2019-11-13T08:10:00
2019-11-13 08:10:00,-18.8,-27.900000000000002,44.0,0.001,1800,2019-11-13T08:10:00
2019-11-13 08:10:00,-19.1,-28.5,43.0,0.001,1900,2019-11-13T08:10:00
2019-11-13 08:10:00,-19.5,-29.200000000000003,41.0,0.001,2000,2019-11-13T08:10:00
2019-11-13 08:10:00,-20.0,-30.6,38.0,0.001,2250,2019-11-13T08:10:00
2019-11-13 08:10:00,-20.900000000000002,-31.5,38.0,0.001,2500,2019-11-13T08:10:00
2019-11-13 08:10:00,-22.0,-32.5,38.0,0.001,2750,2019-11-13T08:10:00
2019-11-13 08:10:00,-23.200000000000003,-34.4,35.0,0.001,3000,2019-11-13T08:10:00
2019-11-13 08:10:00,-24.3,-35.5,34.0,0.001,3250,2019-11-13T08:10:00
2019-11-13 08:10:00,-25.6,-37.0,33.0,0.001,3500,2019-11-13T08:10:00
2019-11-13 08:10:00,-26.700000000000003,-38.5,32.0,0.001,3750,2019-11-13T08:10:00
2019-11-13 08:10:00,-27.900000000000002,-39.800000000000004,31.0,0.001,4000,2019-11-13T08:10:00
2019-11-13 08:10:00,-29.3,-41.300000000000004,30.0,0.001,4250,2019-11-13T08:10:00
2019-11-13 08:10:00,-30.5,-43.0,28.0,0.001,4500,2019-11-13T08:10:00
2019-11-13 08:10:00,-31.700000000000003,-44.800000000000004,26.0,0.001,4750,2019-11-13T08:10:00
2019-11-13 08:10:00,-32.9,-45.800000000000004,26.0,0.001,5000,2019-11-13T08:10:00
2019-11-13 08:10:00,-34.2,-47.2,25.0,0.012,5250,2019-11-13T08:10:00
2019-11-13 08:10:00,-35.5,-48.900000000000006,24.0,0.001,5500,2019-11-13T08:10:00
2019-11-13 08:10:00,-36.800000000000004,-50.300000000000004,23.0,0.001,5750,2019-11-13T08:10:00
2019-11-13 08:10:00,-38.0,-51.800000000000004,22.0,0.001,6000,2019-11-13T08:10:00
2019-11-13 08:10:00,-39.2,-53.7,20.0,0.001,6250,2019-11-13T08:10:00
2019-11-13 08:10:00,-40.2,-55.400000000000006,18.0,0.014,6500,2019-11-13T08:10:00
2019-11-13 08:10:00,-41.5,-56.400000000000006,18.0,0.001,6750,2019-11-13T08:10:00
2019-11-13 08:10:00,-42.5,-57.900000000000006,17.0,0.001,7000,2019-11-13T08:10:00
2019-11-13 08:10:00,-43.6,-59.7,15.0,0.001,7250,2019-11-13T08:10:00
2019-11-13 08:10:00,-44.7,-61.5,13.0,0.001,7500,2019-11-13T08:10:00
2019-11-13 08:10:00,-45.5,-63.1,12.0,0.001,7750,2019-11-13T08:10:00
2019-11-13 08:10:00,-46.300000000000004,-64.60000000000001,10.0,0.001,8000,2019-11-13T08:10:00
2019-11-13 08:10:00,-47.2,-65.60000000000001,10.0,0.001,8250,2019-11-13T08:10:00
2019-11-13 08:10:00,-47.800000000000004,-66.8,9.0,0.001,8500,2019-11-13T08:10:00
2019-11-13 08:10:00,-48.0,-67.4,8.0,0.001,8750,2019-11-13T08:10:00
2019-11-13 08:10:00,-47.900000000000006,-68.5,7.0,0.001,9000,2019-11-13T08:10:00
2019-11-13 08:10:00,-47.7,-69.10000000000001,6.0,0.001,9250,2019-11-13T08:10:00
2019-11-13 08:10:00,-47.300000000000004,-70.10000000000001,5.0,0.001,9500,2019-11-13T08:10:00
2019-11-13 08:10:00,-47.1,-72.3,3.0,0.001,9750,2019-11-13T08:10:00
2019-11-13 08:10:00,-46.800000000000004,-73.0,3.0,0.001,10000,2019-11-13T08:10:00
2019-11-13 08:20:00,-5.1000000000000005,-14.100000000000001,49.0,0.001,0,2019-11-13T08:20:00
2019-11-13 08:20:00,-5.2,-17.0,39.0,0.001,50,2019-11-13T08:20:00
2019-11-13 08:20:00,-5.0,-17.1,38.0,0.001,100,2019-11-13T08:20:00
2019-11-13 08:20:00,-5.2,-17.1,38.0,0.001,150,2019-11-13T08:20:00
2019-11-13 08:20:00,-5.4,-17.1,39.0,0.001,200,2019-11-13T08:20:00
2019-11-13 08:20:00,-5.800000000000001,-17.1,40.0,0.001,250,2019-11-13T08:20:00
