datetimes,temperature,dew_point,relative_humidity,liquid,range,times
2019-11-13 00:00:00,-1.3,-10.700000000000001,48.0,0.001,0,2019-11-13T00:00:00
2019-11-13 00:00:00,-1.6,-13.8,39.0,0.001,50,2019-11-13T00:00:00
2019-11-13 00:00:00,-1.6,-14.0,38.0,0.001,100,2019-11-13T00:00:00
2019-11-13 00:00:00,-2.0,-13.9,39.0,0.001,150,2019-11-13T00:00:00
2019-11-13 00:00:00,-2.4000000000000004,-14.0,40.0,0.001,200,2019-11-13T00:00:00
2019-11-13 00:00:00,-2.8000000000000003,-14.100000000000001,41.0,0.001,250,2019-11-13T00:00:00
2019-11-13 00:00:00,-3.3000000000000003,-14.4,42.0,0.001,300,2019-11-13T00:00:00
2019-11-13 00:00:00,-3.9000000000000004,-14.600000000000001,43.0,0.001,350,2019-11-13T00:00:00
2019-11-13 00:00:00,-4.5,-14.8,44.0,0.001,400,2019-11-13T00:00:00
2019-11-13 00:00:00,-5.0,-15.100000000000001,45.0,0.001,450,2019-11-13T00:00:00
2019-11-13 00:00:00,-5.5,-15.4,45.0,0.001,500,2019-11-13T00:00:00
2019-11-13 00:00:00,-6.5,-15.700000000000001,47.0,0.001,600,2019-11-13T00:00:00
2019-11-13 00:00:00,-7.300000000000001,-16.2,49.0,0.001,700,2019-11-13T00:00:00
2019-11-13 00:00:00,-8.0,-17.1,48.0,0.001,800,2019-11-13T00:00:00
2019-11-13 00:00:00,-8.8,-17.0,51.0,0.006,900,2019-11-13T00:00:00
2019-11-13 00:00:00,-9.5,-16.7,56.0,0.03,1000,2019-11-13T00:00:00
2019-11-13 00:00:00,-10.100000000000001,-17.0,57.0,0.028,1100,2019-11-13T00:00:00
2019-11-13 00:00:00,-10.600000000000001,-17.7,55.0,0.043000000000000003,1200,2019-11-13T00:00:00
2019-11-13 00:00:00,-11.100000000000001,-19.0,52.0,0.064,1300,2019-11-13T00:00:00
2019-11-13 00:00:00,-11.600000000000001,-19.200000000000003,53.0,0.085,1400,2019-11-13T00:00:00
2019-11-13 00:00:00,-12.0,-19.5,53.0,0.062,1500,2019-11-13T00:00:00
2019-11-13 00:00:00,-12.200000000000001,-19.5,54.0,0.062,1600,2019-11-13T00:00:00
2019-11-13 00:00:00,-12.4,-19.1,57.0,0.076,1700,2019-11-13T00:00:00
2019-11-13 00:00:00,-12.600000000000001,-18.900000000000002,59.0,0.058,1800,2019-11-13T00:00:00
2019-11-13 00:00:00,-12.8,-19.200000000000003,58.0,0.031,1900,2019-11-13T00:00:00
2019-11-13 00:00:00,-13.100000000000001,-19.400000000000002,59.0,0.029,2000,2019-11-13T00:00:00
2019-11-13 00:00:00,-13.600000000000001,-17.6,72.0,0.04,2250,2019-11-13T00:00:00
2019-11-13 00:00:00,-14.4,-17.2,79.0,0.001,2500,2019-11-13T00:00:00
2019-11-13 00:00:00,-15.200000000000001,-17.0,86.0,0.001,2750,2019-11-13T00:00:00
2019-11-13 00:00:00,-16.2,-17.2,91.0,0.001,3000,2019-11-13T00:00:00
2019-11-13 00:00:00,-17.2,-18.1,93.0,0.001,3250,2019-11-13T00:00:00
2019-11-13 00:00:00,-18.400000000000002,-19.0,95.0,0.001,3500,2019-11-13T00:00:00
2019-11-13 00:00:00,-19.400000000000002,-19.900000000000002,95.0,0.001,3750,2019-11-13T00:00:00
2019-11-13 00:00:00,-20.700000000000003,-20.900000000000002,99.0,0.001,4000,2019-11-13T00:00:00
2019-11-13 00:00:00,-22.0,-22.700000000000003,94.0,0.001,4250,2019-11-13T00:00:00
2019-11-13 00:00:00,-23.3,-24.400000000000002,91.0,0.001,4500,2019-11-13T00:00:00
2019-11-13 00:00:00,-24.700000000000003,-26.3,86.0,0.001,4750,2019-11-13T00:00:00
2019-11-13 00:00:00,-26.1,-28.0,83.0,0.001,5000,2019-11-13T00:00:00
2019-11-13 00:00:00,-27.5,-29.5,83.0,0.005,5250,2019-11-13T00:00:00
2019-11-13 00:00:00,-28.900000000000002,-31.8,77.0,0.001,5500,2019-11-13T00:00:00
2019-11-13 00:00:00,-30.5,-33.9,72.0,0.001,5750,2019-11-13T00:00:00
2019-11-13 00:00:00,-32.0,-36.0,67.0,0.016,6000,2019-11-13T00:00:00
2019-11-13 00:00:00,-33.4,-37.800000000000004,65.0,0.017,6250,2019-11-13T00:00:00
2019-11-13 00:00:00,-34.800000000000004,-39.7,61.0,0.023,6500,2019-11-13T00:00:00
2019-11-13 00:00:00,-36.4,-41.300000000000004,60.0,0.001,6750,2019-11-13T00:00:00
2019-11-13 00:00:00,-37.800000000000004,-43.800000000000004,54.0,0.001,7000,2019-11-13T00:00:00
2019-11-13 00:00:00,-39.400000000000006,-45.900000000000006,50.0,0.001,7250,2019-11-13T00:00:00
2019-11-13 00:00:00,-40.900000000000006,-48.300000000000004,44.0,0.001,7500,2019-11-13T00:00:00
2019-11-13 00:00:00,-42.2,-50.0,42.0,0.001,7750,2019-11-13T00:00:00
2019-11-13 00:00:00,-43.6,-51.6,40.0,0.001,8000,2019-11-13T00:00:00
2019-11-13 00:00:00,-44.900000000000006,-53.2,38.0,0.001,8250,2019-11-13T00:00:00
2019-11-13 00:00:00,-46.1,-54.7,37.0,0.001,8500,2019-11-13T00:00:00
2019-11-13 00:00:00,-47.2,-56.5,33.0,0.001,8750,2019-11-13T00:00:00
2019-11-13 00:00:00,-48.0,-57.300000000000004,33.0,0.001,9000,2019-11-13T00:00:00
2019-11-13 00:00:00,-48.7,-58.300000000000004,31.0,0.001,9250,2019-11-13T00:00:00
2019-11-13 00:00:00,-49.1,-58.300000000000004,33.0,0.001,9500,2019-11-13T00:00:00
2019-11-13 00:00:00,-49.800000000000004,-59.6,30.0,0.001,9750,2019-11-13T00:00:00
2019-11-13 00:00:00,-50.300000000000004,-60.900000000000006,27.0,0.001,10000,2019-11-13T00:00:00
2019-11-13 00:10:00,-1.3,-10.700000000000001,48.0,0.001,0,2019-11-13T00:10:00
2019-11-13 00:10:00,-2.0,-14.600000000000001,37.0,0.001,50,2019-11-13T00:10:00
2019-11-13 00:10:00,-2.0,-14.9,36.0,0.001,100,2019-11-13T00:10:00
2019-11-13 00:10:00,-2.3000000000000003,-14.8,37.0,0.001,150,2019-11-13T00:10:00
2019-11-13 00:10:00,-2.7,-14.9,38.0,0.001,200,2019-11-13T00:10:00
2019-11-13 00:10:00,-3.1,-14.9,40.0,0.001,250,2019-11-13T00:10:00
2019-11-13 00:10:00,-3.6,-15.100000000000001,40.0,0.001,300,2019-11-13T00:10:00
2019-11-13 00:10:00,-4.2,-15.3,41.0,0.001,350,2019-11-13T00:10:00
2019-11-13 00:10:00,-4.7,-15.4,42.0,0.001,400,2019-11-13T00:10:00
2019-11-13 00:10:00,-5.2,-15.600000000000001,43.0,0.001,450,2019-11-13T00:10:00
2019-11-13 00:10:00,-5.6000000000000005,-16.0,44.0,0.001,500,2019-11-13T00:10:00
2019-11-13 00:10:00,-6.5,-16.400000000000002,45.0,0.001,600,2019-11-13T00:10:00
2019-11-13 00:10:00,-7.300000000000001,-16.900000000000002,46.0,0.001,700,2019-11-13T00:10:00
2019-11-13 00:10:00,-8.1,-18.0,45.0,0.001,800,2019-11-13T00:10:00
2019-11-13 00:10:00,-8.8,-17.7,48.0,0.007,900,2019-11-13T00:10:00
2019-11-13 00:10:00,-9.5,-17.6,51.0,0.029,1000,2019-11-13T00:10:00
2019-11-13 00:10:00,-10.200000000000001,-18.1,52.0,0.026000000000000002,1100,2019-11-13T00:10:00
2019-11-13 00:10:00,-10.700000000000001,-19.1,50.0,0.04,1200,2019-11-13T00:10:00
2019-11-13 00:10:00,-11.3,-20.5,46.0,0.061,1300,2019-11-13T00:10:00
2019-11-13 00:10:00,-11.700000000000001,-20.700000000000003,47.0,0.082,1400,2019-11-13T00:10:00
2019-11-13 00:10:00,-12.100000000000001,-21.200000000000003,46.0,0.059000000000000004,1500,2019-11-13T00:10:00
2019-11-13 00:10:00,-12.3,-21.200000000000003,47.0,0.058,1600,2019-11-13T00:10:00
2019-11-13 00:10:00,-12.600000000000001,-21.1,49.0,0.07,1700,2019-11-13T00:10:00
2019-11-13 00:10:00,-12.8,-20.900000000000002,50.0,0.053,1800,2019-11-13T00:10:00
2019-11-13 00:10:00,-13.0,-21.400000000000002,49.0,0.026000000000000002,1900,2019-11-13T00:10:00
2019-11-13 00:10:00,-13.3,-21.400000000000002,50.0,0.025,2000,2019-11-13T00:10:00
2019-11-13 00:10:00,-13.9,-19.200000000000003,63.0,0.036000000000000004,2250,2019-11-13T00:10:00
2019-11-13 00:10:00,-14.700000000000001,-18.900000000000002,70.0,0.001,2500,2019-11-13T00:10:00
2019-11-13 00:10:00,-15.600000000000001,-18.5,78.0,0.001,2750,2019-11-13T00:10:00
2019-11-13 00:10:00,-16.6,-18.7,83.0,0.001,3000,2019-11-13T00:10:00
2019-11-13 00:10:00,-17.6,-19.6,84.0,0.001,3250,2019-11-13T00:10:00
2019-11-13 00:10:00,-18.8,-20.700000000000003,85.0,0.001,3500,2019-11-13T00:10:00
2019-11-13 00:10:00,-19.900000000000002,-21.700000000000003,85.0,0.001,3750,2019-11-13T00:10:00
2019-11-13 00:10:00,-21.200000000000003,-22.5,89.0,0.001,4000,2019-11-13T00:10:00
2019-11-13 00:10:00,-22.5,-24.400000000000002,84.0,0.001,4250,2019-11-13T00:10:00
2019-11-13 00:10:00,-23.8,-25.900000000000002,82.0,0.001,4500,2019-11-13T00:10:00
2019-11-13 00:10:00,-25.200000000000003,-27.900000000000002,78.0,0.001,4750,2019-11-13T00:10:00
2019-11-13 00:10:00,-26.5,-29.5,76.0,0.001,5000,2019-11-13T00:10:00
2019-11-13 00:10:00,-27.900000000000002,-30.900000000000002,76.0,0.006,5250,2019-11-13T00:10:00
2019-11-13 00:10:00,-29.400000000000002,-33.0,71.0,0.001,5500,2019-11-13T00:10:00
2019-11-13 00:10:00,-30.900000000000002,-35.0,67.0,0.001,5750,2019-11-13T00:10:00
2019-11-13 00:10:00,-32.4,-37.0,63.0,0.015,6000,2019-11-13T00:10:00
2019-11-13 00:10:00,-33.800000000000004,-38.7,61.0,0.016,6250,2019-11-13T00:10:00
2019-11-13 00:10:00,-35.2,-40.5,58.0,0.022,6500,2019-11-13T00:10:00
2019-11-13 00:10:00,-36.800000000000004,-41.900000000000006,59.0,0.001,6750,2019-11-13T00:10:00
2019-11-13 00:10:00,-38.2,-44.400000000000006,52.0,0.001,7000,2019-11-13T00:10:00
2019-11-13 00:10:00,-39.7,-46.400000000000006,49.0,0.001,7250,2019-11-13T00:10:00
2019-11-13 00:10:00,-41.1,-48.5,44.0,0.001,7500,2019-11-13T00:10:00
2019-11-13 00:10:00,-42.400000000000006,-50.0,43.0,0.001,7750,2019-11-13T00:10:00
2019-11-13 00:10:00,-43.7,-51.5,42.0,0.001,8000,2019-11-13T00:10:00
2019-11-13 00:10:00,-45.0,-53.0,40.0,0.001,8250,2019-11-13T00:10:00
2019-11-13 00:10:00,-46.2,-54.5,38.0,0.001,8500,2019-11-13T00:10:00
2019-11-13 00:10:00,-47.1,-56.0,35.0,0.001,8750,2019-11-13T00:10:00
2019-11-13 00:10:00,-47.900000000000006,-56.800000000000004,35.0,0.001,9000,2019-11-13T00:10:00
2019-11-13 00:10:00,-48.5,-57.800000000000004,33.0,0.001,9250,2019-11-13T00:10:00
2019-11-13 00:10:00,-48.900000000000006,-57.800000000000004,35.0,0.001,9500,2019-11-13T00:10:00
2019-11-13 00:10:00,-49.5,-58.800000000000004,32.0,0.001,9750,2019-11-13T00:10:00
2019-11-13 00:10:00,-50.0,-60.1,29.0,0.001,10000,2019-11-13T00:10:00
2019-11-13 00:20:00,-1.4000000000000001,-10.600000000000001,49.0,0.001,0,2019-11-13T00:20:00
2019-11-13 00:20:00,-1.8,-14.5,37.0,0.001,50,2019-11-13T00:20:00
2019-11-13 00:20:00,-1.7000000000000002,-14.9,36.0,0.001,100,2019-11-13T00:20:00
2019-11-13 00:20:00,-2.1,-14.9,37.0,0.001,150,2019-11-13T00:20:00
2019-11-13 00:20:00,-2.4000000000000004,-15.0,37.0,0.001,200,2019-11-13T00:20:00
2019-11-13 00:20:00,-2.9000000000000004,-15.0,38.0,0.001,250,2019-11-13T00:20:00
2019-11-13 00:20:00,-3.4000000000000004,-15.3,39.0,0.001,300,2019-11-13T00:20:00
2019-11-13 00:20:00,-4.0,-15.4,40.0,0.001,350,2019-11-13T00:20:00
2019-11-13 00:20:00,-4.5,-15.5,42.0,0.001,400,2019-11-13T00:20:00
2019-11-13 00:20:00,-5.1000000000000005,-15.8,43.0,0.001,450,2019-11-13T00:20:00
2019-11-13 00:20:00,-5.6000000000000005,-16.1,43.0,0.001,500,2019-11-13T00:20:00
2019-11-13 00:20:00,-6.5,-16.5,45.0,0.001,600,2019-11-13T00:20:00
2019-11-13 00:20:00,-7.4,-17.0,46.0,0.001,700,2019-11-13T00:20:00
2019-11-13 00:20:00,-8.200000000000001,-18.0,45.0,0.001,800,2019-11-13T00:20:00
2019-11-13 00:20:00,-9.1,-17.900000000000002,49.0,0.001,900,2019-11-13T00:20:00
2019-11-13 00:20:00,-9.9,-17.7,52.0,0.021,1000,2019-11-13T00:20:00
2019-11-13 00:20:00,-10.600000000000001,-18.2,53.0,0.017,1100,2019-11-13T00:20:00
2019-11-13 00:20:00,-11.3,-19.200000000000003,51.0,0.032,1200,2019-11-13T00:20:00
2019-11-13 00:20:00,-11.9,-20.6,48.0,0.048,1300,2019-11-13T00:20:00
2019-11-13 00:20:00,-12.4,-21.0,48.0,0.067,1400,2019-11-13T00:20:00
2019-11-13 00:20:00,-12.8,-21.6,48.0,0.047,1500,2019-11-13T00:20:00
2019-11-13 00:20:00,-13.100000000000001,-21.700000000000003,48.0,0.043000000000000003,1600,2019-11-13T00:20:00
2019-11-13 00:20:00,-13.3,-21.700000000000003,49.0,0.052000000000000005,1700,2019-11-13T00:20:00
2019-11-13 00:20:00,-13.600000000000001,-21.900000000000002,49.0,0.036000000000000004,1800,2019-11-13T00:20:00
2019-11-13 00:20:00,-13.8,-22.400000000000002,48.0,0.01,1900,2019-11-13T00:20:00
2019-11-13 00:20:00,-14.100000000000001,-22.6,48.0,0.006,2000,2019-11-13T00:20:00
2019-11-13 00:20:00,-14.600000000000001,-21.1,58.0,0.025,2250,2019-11-13T00:20:00
2019-11-13 00:20:00,-15.5,-20.700000000000003,64.0,0.001,2500,2019-11-13T00:20:00
2019-11-13 00:20:00,-16.400000000000002,-20.6,70.0,0.001,2750,2019-11-13T00:20:00
2019-11-13 00:20:00,-17.400000000000002,-21.0,73.0,0.001,3000,2019-11-13T00:20:00
2019-11-13 00:20:00,-18.5,-21.900000000000002,74.0,0.001,3250,2019-11-13T00:20:00
2019-11-13 00:20:00,-19.700000000000003,-23.1,74.0,0.001,3500,2019-11-13T00:20:00
2019-11-13 00:20:00,-20.700000000000003,-24.200000000000003,73.0,0.001,3750,2019-11-13T00:20:00
2019-11-13 00:20:00,-22.1,-25.1,76.0,0.001,4000,2019-11-13T00:20:00
2019-11-13 00:20:00,-23.400000000000002,-27.0,72.0,0.001,4250,2019-11-13T00:20:00
2019-11-13 00:20:00,-24.700000000000003,-28.5,71.0,0.001,4500,2019-11-13T00:20:00
2019-11-13 00:20:00,-26.0,-30.400000000000002,66.0,0.001,4750,2019-11-13T00:20:00
2019-11-13 00:20:00,-27.3,-32.0,64.0,0.001,5000,2019-11-13T00:20:00
2019-11-13 00:20:00,-28.700000000000003,-33.2,65.0,0.011,5250,2019-11-13T00:20:00
2019-11-13 00:20:00,-30.200000000000003,-35.2,61.0,0.001,5500,2019-11-13T00:20:00
2019-11-13 00:20:00,-31.6,-37.2,58.0,0.001,5750,2019-11-13T00:20:00
2019-11-13 00:20:00,-33.1,-39.0,55.0,0.013000000000000001,6000,2019-11-13T00:20:00
2019-11-13 00:20:00,-34.4,-40.5,53.0,0.013000000000000001,6250,2019-11-13T00:20:00
2019-11-13 00:20:00,-35.800000000000004,-42.2,51.0,0.02,6500,2019-11-13T00:20:00
2019-11-13 00:20:00,-37.300000000000004,-43.400000000000006,52.0,0.001,6750,2019-11-13T00:20:00
2019-11-13 00:20:00,-38.6,-45.800000000000004,46.0,0.001,7000,2019-11-13T00:20:00
2019-11-13 00:20:00,-40.0,-47.7,43.0,0.001,7250,2019-11-13T00:20:00
2019-11-13 00:20:00,-41.400000000000006,-49.7,40.0,0.001,7500,2019-11-13T00:20:00
2019-11-13 00:20:00,-42.7,-51.0,39.0,0.001,7750,2019-11-13T00:20:00
2019-11-13 00:20:00,-43.900000000000006,-52.300000000000004,38.0,0.001,8000,2019-11-13T00:20:00
2019-11-13 00:20:00,-45.1,-53.800000000000004,37.0,0.001,8250,2019-11-13T00:20:00
2019-11-13 00:20:00,-46.2,-55.2,35.0,0.001,8500,2019-11-13T00:20:00
2019-11-13 00:20:00,-47.0,-56.5,33.0,0.001,8750,2019-11-13T00:20:00
2019-11-13 00:20:00,-47.6,-57.2,32.0,0.001,9000,2019-11-13T00:20:00
2019-11-13 00:20:00,-48.1,-57.900000000000006,31.0,0.001,9250,2019-11-13T00:20:00
2019-11-13 00:20:00,-48.400000000000006,-57.900000000000006,32.0,0.001,9500,2019-11-13T00:20:00
2019-11-13 00:20:00,-48.900000000000006,-58.900000000000006,30.0,0.001,9750,2019-11-13T00:20:00
2019-11-13 00:20:00,-49.300000000000004,-60.0,27.0,0.001,10000,2019-11-13T00:20:00
2019-11-13 00:30:00,-1.5,-10.8,48.0,0.001,0,2019-11-13T00:30:00
2019-11-13 00:30:00,-2.0,-14.700000000000001,37.0,0.001,50,2019-11-13T00:30:00
2019-11-13 00:30:00,-2.0,-15.200000000000001,35.0,0.001,100,2019-11-13T00:30:00
2019-11-13 00:30:00,-2.3000000000000003,-15.3,36.0,0.001,150,2019-11-13T00:30:00
2019-11-13 00:30:00,-2.7,-15.5,36.0,0.001,200,2019-11-13T00:30:00
2019-11-13 00:30:00,-3.1,-15.600000000000001,37.0,0.001,250,2019-11-13T00:30:00
2019-11-13 00:30:00,-3.6,-15.9,38.0,0.001,300,2019-11-13T00:30:00
2019-11-13 00:30:00,-4.1000000000000005,-16.0,39.0,0.001,350,2019-11-13T00:30:00
2019-11-13 00:30:00,-4.7,-16.1,40.0,0.001,400,2019-11-13T00:30:00
2019-11-13 00:30:00,-5.2,-16.2,41.0,0.001,450,2019-11-13T00:30:00
2019-11-13 00:30:00,-5.7,-16.7,41.0,0.001,500,2019-11-13T00:30:00
2019-11-13 00:30:00,-6.6000000000000005,-17.0,43.0,0.001,600,2019-11-13T00:30:00
2019-11-13 00:30:00,-7.4,-17.7,43.0,0.001,700,2019-11-13T00:30:00
2019-11-13 00:30:00,-8.200000000000001,-18.7,42.0,0.001,800,2019-11-13T00:30:00
2019-11-13 00:30:00,-9.1,-18.5,46.0,0.001,900,2019-11-13T00:30:00
2019-11-13 00:30:00,-9.9,-18.400000000000002,49.0,0.017,1000,2019-11-13T00:30:00
2019-11-13 00:30:00,-10.600000000000001,-18.900000000000002,50.0,0.013000000000000001,1100,2019-11-13T00:30:00
2019-11-13 00:30:00,-11.3,-19.900000000000002,49.0,0.027,1200,2019-11-13T00:30:00
2019-11-13 00:30:00,-11.9,-21.200000000000003,46.0,0.041,1300,2019-11-13T00:30:00
2019-11-13 00:30:00,-12.4,-21.700000000000003,46.0,0.059000000000000004,1400,2019-11-13T00:30:00
2019-11-13 00:30:00,-12.8,-22.200000000000003,45.0,0.039,1500,2019-11-13T00:30:00
2019-11-13 00:30:00,-13.100000000000001,-22.5,45.0,0.034,1600,2019-11-13T00:30:00
2019-11-13 00:30:00,-13.4,-22.6,45.0,0.039,1700,2019-11-13T00:30:00
2019-11-13 00:30:00,-13.600000000000001,-22.700000000000003,46.0,0.024,1800,2019-11-13T00:30:00
2019-11-13 00:30:00,-13.8,-23.400000000000002,44.0,0.001,1900,2019-11-13T00:30:00
2019-11-13 00:30:00,-14.100000000000001,-23.700000000000003,44.0,0.001,2000,2019-11-13T00:30:00
2019-11-13 00:30:00,-14.700000000000001,-22.1,53.0,0.016,2250,2019-11-13T00:30:00
2019-11-13 00:30:00,-15.5,-21.700000000000003,58.0,0.001,2500,2019-11-13T00:30:00
2019-11-13 00:30:00,-16.5,-21.700000000000003,64.0,0.001,2750,2019-11-13T00:30:00
2019-11-13 00:30:00,-17.6,-22.200000000000003,67.0,0.001,3000,2019-11-13T00:30:00
2019-11-13 00:30:00,-18.6,-23.200000000000003,67.0,0.001,3250,2019-11-13T00:30:00
2019-11-13 00:30:00,-19.900000000000002,-24.700000000000003,65.0,0.001,3500,2019-11-13T00:30:00
2019-11-13 00:30:00,-20.900000000000002,-26.0,63.0,0.001,3750,2019-11-13T00:30:00
2019-11-13 00:30:00,-22.3,-27.1,64.0,0.001,4000,2019-11-13T00:30:00
2019-11-13 00:30:00,-23.700000000000003,-29.0,61.0,0.001,4250,2019-11-13T00:30:00
2019-11-13 00:30:00,-24.900000000000002,-30.400000000000002,60.0,0.001,4500,2019-11-13T00:30:00
2019-11-13 00:30:00,-26.200000000000003,-32.300000000000004,56.0,0.001,4750,2019-11-13T00:30:00
2019-11-13 00:30:00,-27.6,-33.9,55.0,0.001,5000,2019-11-13T00:30:00
2019-11-13 00:30:00,-28.900000000000002,-34.9,56.0,0.012,5250,2019-11-13T00:30:00
2019-11-13 00:30:00,-30.400000000000002,-36.800000000000004,53.0,0.001,5500,2019-11-13T00:30:00
2019-11-13 00:30:00,-31.8,-38.7,50.0,0.001,5750,2019-11-13T00:30:00
2019-11-13 00:30:00,-33.300000000000004,-40.400000000000006,48.0,0.012,6000,2019-11-13T00:30:00
2019-11-13 00:30:00,-34.6,-41.900000000000006,47.0,0.011,6250,2019-11-13T00:30:00
2019-11-13 00:30:00,-36.0,-43.400000000000006,46.0,0.018000000000000002,6500,2019-11-13T00:30:00
2019-11-13 00:30:00,-37.4,-44.400000000000006,48.0,0.001,6750,2019-11-13T00:30:00
2019-11-13 00:30:00,-38.7,-46.800000000000004,42.0,0.001,7000,2019-11-13T00:30:00
2019-11-13 00:30:00,-40.1,-48.5,40.0,0.001,7250,2019-11-13T00:30:00
2019-11-13 00:30:00,-41.5,-50.400000000000006,37.0,0.001,7500,2019-11-13T00:30:00
2019-11-13 00:30:00,-42.7,-51.5,37.0,0.001,7750,2019-11-13T00:30:00
2019-11-13 00:30:00,-43.900000000000006,-52.800000000000004,36.0,0.001,8000,2019-11-13T00:30:00
2019-11-13 00:30:00,-45.1,-54.1,35.0,0.001,8250,2019-11-13T00:30:00
2019-11-13 00:30:00,-46.2,-55.6,33.0,0.001,8500,2019-11-13T00:30:00
2019-11-13 00:30:00,-47.0,-56.7,32.0,0.001,8750,2019-11-13T00:30:00
2019-11-13 00:30:00,-47.5,-57.300000000000004,31.0,0.001,9000,2019-11-13T00:30:00
2019-11-13 00:30:00,-48.0,-58.0,30.0,0.001,9250,2019-11-13T00:30:00
2019-11-13 00:30:00,-48.2,-58.0,31.0,0.001,9500,2019-11-13T00:30:00
2019-11-13 00:30:00,-48.7,-58.800000000000004,30.0,0.001,9750,2019-11-13T00:30:00
2019-11-13 00:30:00,-49.0,-60.0,26.0,0.001,10000,2019-11-13T00:30:00
2019-11-13 00:40:00,-1.5,-11.5,46.0,0.001,0,2019-11-13T00:40:00
2019-11-13 00:40:00,-1.9000000000000001,-15.200000000000001,35.0,0.001,50,2019-11-13T00:40:00
2019-11-13 00:40:00,-1.9000000000000001,-15.700000000000001,33.0,0.001,100,2019-11-13T00:40:00
2019-11-13 00:40:00,-2.2,-15.8,34.0,0.001,150,2019-11-13T00:40:00
2019-11-13 00:40:00,-2.5,-16.2,34.0,0.001,200,2019-11-13T00:40:00
2019-11-13 00:40:00,-3.0,-16.2,35.0,0.001,250,2019-11-13T00:40:00
2019-11-13 00:40:00,-3.5,-16.6,35.0,0.001,300,2019-11-13T00:40:00
2019-11-13 00:40:00,-4.0,-16.7,36.0,0.001,350,2019-11-13T00:40:00
2019-11-13 00:40:00,-4.6000000000000005,-16.900000000000002,37.0,0.001,400,2019-11-13T00:40:00
2019-11-13 00:40:00,-5.1000000000000005,-17.1,38.0,0.001,450,2019-11-13T00:40:00
2019-11-13 00:40:00,-5.6000000000000005,-17.5,38.0,0.001,500,2019-11-13T00:40:00
2019-11-13 00:40:00,-6.5,-17.900000000000002,40.0,0.001,600,2019-11-13T00:40:00
2019-11-13 00:40:00,-7.4,-18.6,40.0,0.001,700,2019-11-13T00:40:00
2019-11-13 00:40:00,-8.200000000000001,-19.900000000000002,38.0,0.001,800,2019-11-13T00:40:00
2019-11-13 00:40:00,-9.1,-19.5,42.0,0.001,900,2019-11-13T00:40:00
2019-11-13 00:40:00,-9.9,-19.200000000000003,46.0,0.017,1000,2019-11-13T00:40:00
2019-11-13 00:40:00,-10.700000000000001,-19.700000000000003,47.0,0.014,1100,2019-11-13T00:40:00
2019-11-13 00:40:00,-11.4,-20.700000000000003,46.0,0.028,1200,2019-11-13T00:40:00
2019-11-13 00:40:00,-12.0,-22.1,43.0,0.043000000000000003,1300,2019-11-13T00:40:00
2019-11-13 00:40:00,-12.600000000000001,-22.5,43.0,0.062,1400,2019-11-13T00:40:00
2019-11-13 00:40:00,-13.0,-23.0,42.0,0.041,1500,2019-11-13T00:40:00
2019-11-13 00:40:00,-13.200000000000001,-23.1,43.0,0.036000000000000004,1600,2019-11-13T00:40:00
2019-11-13 00:40:00,-13.5,-23.200000000000003,43.0,0.041,1700,2019-11-13T00:40:00
2019-11-13 00:40:00,-13.700000000000001,-23.200000000000003,44.0,0.024,1800,2019-11-13T00:40:00
2019-11-13 00:40:00,-14.0,-23.900000000000002,43.0,0.001,1900,2019-11-13T00:40:00
2019-11-13 00:40:00,-14.3,-24.0,43.0,0.001,2000,2019-11-13T00:40:00
2019-11-13 00:40:00,-14.8,-22.0,54.0,0.017,2250,2019-11-13T00:40:00
2019-11-13 00:40:00,-15.700000000000001,-21.5,60.0,0.001,2500,2019-11-13T00:40:00
2019-11-13 00:40:00,-16.6,-21.200000000000003,67.0,0.001,2750,2019-11-13T00:40:00
2019-11-13 00:40:00,-17.7,-21.700000000000003,70.0,0.001,3000,2019-11-13T00:40:00
2019-11-13 00:40:00,-18.8,-22.700000000000003,70.0,0.001,3250,2019-11-13T00:40:00
2019-11-13 00:40:00,-20.0,-24.200000000000003,68.0,0.001,3500,2019-11-13T00:40:00
2019-11-13 00:40:00,-21.0,-25.8,65.0,0.001,3750,2019-11-13T00:40:00
2019-11-13 00:40:00,-22.400000000000002,-26.900000000000002,66.0,0.001,4000,2019-11-13T00:40:00
2019-11-13 00:40:00,-23.8,-28.8,63.0,0.001,4250,2019-11-13T00:40:00
2019-11-13 00:40:00,-25.0,-30.1,62.0,0.001,4500,2019-11-13T00:40:00
2019-11-13 00:40:00,-26.3,-32.0,58.0,0.001,4750,2019-11-13T00:40:00
2019-11-13 00:40:00,-27.700000000000003,-33.5,56.0,0.001,5000,2019-11-13T00:40:00
2019-11-13 00:40:00,-29.0,-34.7,58.0,0.008,5250,2019-11-13T00:40:00
2019-11-13 00:40:00,-30.5,-36.5,55.0,0.001,5500,2019-11-13T00:40:00
2019-11-13 00:40:00,-31.900000000000002,-38.5,52.0,0.001,5750,2019-11-13T00:40:00
2019-11-13 00:40:00,-33.300000000000004,-40.2,50.0,0.012,6000,2019-11-13T00:40:00
2019-11-13 00:40:00,-34.7,-41.800000000000004,48.0,0.011,6250,2019-11-13T00:40:00
2019-11-13 00:40:00,-36.1,-43.300000000000004,47.0,0.018000000000000002,6500,2019-11-13T00:40:00
2019-11-13 00:40:00,-37.5,-44.2,49.0,0.001,6750,2019-11-13T00:40:00
